nama_channel,judul_video,komentar,jumlah_like_komentar,tanggal_posting
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,kakk coba cimod nya maudy dongg enak bangett,0,2025-01-20T07:46:19Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,tim nya ada yg ngepods ya kak asep nya bocor ke kamera,1,2025-01-20T05:51:57Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,jane coba bikin konten beli jajanan jadul buat si erwin cobain biar tau jajanan atau makanan jadul ,2,2025-01-20T04:49:38Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,siomay garing kk jane ,0,2025-01-20T04:30:07Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,ngakak pas mau makan donat,0,2025-01-20T02:50:52Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,review makanan jadul lagi dong ka jes bareng bang erwin,0,2025-01-20T02:26:53Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,cobain cimood maudy yg keju dong jen enak banget,1,2025-01-20T01:52:46Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,ka banyakin vidio 24 jam makan serba lagii dongggg,1,2025-01-20T01:39:23Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,ka banyakin vidio 24 jam makan serba lagii dongggg,3,2025-01-20T01:38:53Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,cireng nya kelihatannya kekeringan di gorengnyasoalnya pas di paketin emang dah di goreng setengah matang,0,2025-01-20T01:19:33Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,nggak tau kenapa selalu suka sama konten youtube kak jessica mau itu konten tutorial makeup atau vlog random semoga kak jessica sehat selalu iya kak amin ya kak ,0,2025-01-19T22:39:13Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,akhirnya di up juga video youtubenya sama kak jessica semangat terus buat kontenya kak jessica aku sayang ,0,2025-01-19T22:38:42Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,kak jane cocok kali buat review makansama paksu karna paksu doyan makan,0,2025-01-19T22:08:49Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,markibok  mari kita lebok dalam bahasa sunda lebok artinya makan,0,2025-01-19T21:51:41Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,ide konten sama ko erwin cobain jajan jadul jajanan sd jaman dulu,1,2025-01-19T21:36:21Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,wkwkwk beneran kayaknya menurut erwin gaada makanan yg gaenak makanya gabisa bedain kualitas gitu ,0,2025-01-19T20:32:38Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,jangan lupa tambahkan ke playlist dong kak jane,0,2025-01-19T20:09:18Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,harusnya coba cireng a mamut,0,2025-01-19T17:02:17Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,ci cobain bakso maudy,1,2025-01-19T16:14:50Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,kak saran aja background nya mending tembok polos aja kaya dulu kak soalnya background nya terlalu mencolok dan terang jadi gak fokus ke kakanyahanya saran saja,16,2025-01-19T15:20:45Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,nanya pendapat pacarnya terus padahal pacarnya juga cuma tau enak engga aja wkwk,0,2025-01-19T14:24:30Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,masak bareng ayang dong jennn,1,2025-01-19T13:08:30Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,masak bareng ayang dong jennn,1,2025-01-19T13:08:24Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,ci jane ya ampuunn aku suka banget konten nyaaa ,1,2025-01-19T12:56:20Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,sukaaaa sama erwin lucuuuu,2,2025-01-19T12:53:44Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,ci 24 jam makanmakanan inisial erwin phang,2,2025-01-19T12:29:04Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,cireng dimana2 kalo dingin keras  sih,1,2025-01-19T12:18:47Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,2350 kasian ko erwin kaya udah ga sabar nungguin ci jane ngomong ,9,2025-01-19T12:16:02Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,jess kamu gak perlu jelasin berulang kali kita paham kok apa yang di rasa apa yang kamu suka kaya misal kamu suka something yang lebih asin tapi asin nya di atas standar orang2 pada umumnya review kamu bagus dan masih mudah di mengerti jadi gak usah pikirin kata2 orang yang bilang km susah jelasinnya kami penonton lama pasti tau yang kamu maksut semangat ya jess dan terimakasih kamu selalu baca komen2 tapiiii untuk yang ini kamu gak perlu banyak pikirin cukup selalu jelasin apa yg kamu rasa saja apa yang nyaman buat kamu kamu hebat jes,490,2025-01-19T11:30:26Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,nonton sambil makan,0,2025-01-19T11:23:51Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,erwinn kocak ihh  apalagi kalo uda disuruh riview ,2,2025-01-19T11:23:33Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,"cuangki itu sbnr y artinya cari uang jalan kaki 
nah isi2 y itu pangsit basutahu",2,2025-01-19T11:14:45Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,ka aku mau nge judge dikit kalo kata aku cirengnya salah goreng,0,2025-01-19T11:13:22Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,angelnya kejauhan ci produkny jd kurang nmpak nontonya jdi kureng krna jauh mending kyk biasanya ci taun2 lalu makanan lebih keliatan ci jennya juga keliatan jelas,2,2025-01-19T10:51:53Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,erwin cowok sejati yg gk pilih2 makanan dia gk tau makanan murah mahal gk banyak bacot gk banya gaya dia cuek dan pst orgnya baik,75,2025-01-19T10:35:45Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,jane  wajib klo review makanan ajak papamu jg soalnya lidah aku lebih condong ke review papa mu,10,2025-01-19T10:24:31Z
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,sumpah yang pertama muncul mulu sih fyp tiktok dan shopee ku,1,2025-01-19T10:12:31Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",1930 bener bener ilmu sih sampe orang pada gak sadar bahwa pentingnya di tulisnya tgl produksi dan tgl expired,1345,2025-07-24T14:29:06Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",jual donat mahal banget hanya dengan menjual namanya sebagai artis dan ga profesional banget masa tibatiba cancel bilang ada fast track tapi orang mau bayar fast track tapi ga ada kejelasan juga ga respon juga waktu chat wa ini orang ga siap banget jualan,0,2025-10-08T10:46:43Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",tapi kak tasyi udah tf ga di kirim ,0,2025-09-18T05:02:32Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",emang udah bener donat pnkan ga udh di review ga siap jualan byk yg kecewa mesan apa dtg ny apa dikata dpt bonus ga di kasih,0,2025-09-17T06:07:50Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",pinkan mambo anjjjj,0,2025-09-11T11:29:37Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",,0,2025-09-07T16:43:44Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼","kak tasyi review makanan yg aku jual doang
aku kasih gratis aja buat kak tasyi

produk yg aku jual 
 kentang mustofa 
 sambel cumi
 donat topping
 cireng isi",0,2025-09-06T03:48:52Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",pinkan tuh dosa ga sih itungannya kaya gini mendzolimi,0,2025-09-03T16:27:47Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",jualan artis tu b aja ga spesial bukan sesuatu yg harus dibanggakan cuma menang mereka artis terkenal jadi bisa ngejual dengan harga selangit dan berlindung dibalik kata premium pdhl premium atau ga nya itu kadang kita ga sadar kadanng rasanya ya sebenernya kaya kita beli di abang abangan versi lebih mahalnya,2,2025-08-23T22:59:54Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",2jtaan udh bisa bantu bgt umkm yg niatan jualan yg rasanya pun lbh enak drpd punya nya pinkan,1,2025-08-23T07:31:26Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",innalillahi wa inna ilaihi rojiun sabar amat yak tasyi hadapin admin pinkan,0,2025-08-23T06:15:55Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",paling suka kalok kak tasyi lagi review,0,2025-08-22T15:34:51Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",jualannya ga profesional bgt si pinkan,0,2025-08-22T10:58:01Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",udh gila ya yg jualan donat,0,2025-08-22T08:58:17Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",seleraku seleramu ,0,2025-08-21T07:39:51Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",sumpah yah donat pink ini menurutku sgt memanfaatkn cust mn hrgx gk ngotakk lg,0,2025-08-20T14:41:03Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼","suka cara ngomongnya kksantun bgtkeren bgt k tasyi masya allah 
k tasyi orgnya gak pernah merendahkan semua makanan ya mau yg kualitas rendah ataupun premium k tasyi mau cobain loh",0,2025-08-20T07:19:47Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",ka coba beli penjual yang livenya sepii biar menbantu,0,2025-08-20T04:46:49Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",seenak apasih donatnya sampe pada fomo gtu,0,2025-08-19T12:22:52Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",donat sebesar brand jco aja gak ada fast track fast trackan ,0,2025-08-15T10:14:10Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",sengaja bangetvtakut di riview ka tasyi hadeh,0,2025-08-13T08:27:07Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",kak tasyi kalau di lihatlihat lagi  sekilas mirip mama kamari ,0,2025-08-12T04:39:57Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",tanboykun,0,2025-08-12T02:52:50Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",320 gila sih pemerasan berkedok jualan donat gasih ,0,2025-08-11T06:23:55Z
Tasyi Athasyia,"TASYI REVIEW JUJUR JUALAN ARTIS &amp; TIKTOKERS - BUKAN NIAT MENJATUHKAN, SEMOGA BISA DITERIMA🙏🏼",kak apa pernah coba review produk2 es krim indonesia belakangan ini sepertinya banyak merk es krim baru bermunculan seperti haku monaka joy day dsb ,0,2025-08-10T11:31:00Z
