nama_channel,judul_video,author,komentar,casefolding,stripping,normalisasi,tokenizing,stopword_removal,stemming,no_repeated,token_list,final_tokens
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@Amirary80,"Your CHIN job looks good, Pebbie","your chin job looks good, pebbie","your chin job looks good, pebbie","your chin job looks good, pebbie","['your', 'chin', 'job', 'looks', 'good', 'pebbie']","['your', 'chin', 'job', 'looks', 'good', 'pebbie']","['your', 'chin', 'job', 'looks', 'good', 'pebbie']","['your', 'chin', 'job', 'loks', 'god', 'pebie']","['your', 'chin', 'job', 'loks', 'god', 'pebie']","['your', 'chin', 'loks', 'pebie']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@TiwiPratiwi-n8c,Kakanya klu review baik bgt dan sopan suka nontonnya,kakanya klu review baik bgt dan sopan suka nontonnya,kakanya klu review baik bgt dan sopan suka nontonnya,kakanya kalau review baik banget dan sopan suka nontonnya,"['kakanya', 'kalau', 'review', 'baik', 'banget', 'dan', 'sopan', 'suka', 'nontonnya']","['kakanya', 'review', 'banget', 'sopan', 'suka', 'nontonnya']","['kakanya', 'review', 'banget', 'sopan', 'suka', 'nontonnya']","['kakanya', 'review', 'banget', 'sopan', 'suka', 'nontonya']","['kakanya', 'review', 'banget', 'sopan', 'suka', 'nontonya']","['kakanya', 'review', 'banget', 'sopan', 'suka', 'nontonya']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@faizraalthafia9212,salfok ka febby cantik bgt kaaaa,salfok ka febby cantik bgt kaaaa,salfok ka febby cantik bgt kaaaa,salfok ka febby cantik banget kaaaa,"['salfok', 'ka', 'febby', 'cantik', 'banget', 'kaaaa']","['salfok', 'ka', 'febby', 'cantik', 'banget', 'kaaaa']","['salfok', 'ka', 'febby', 'cantik', 'banget', 'kaaaa']","['salfok', 'ka', 'feby', 'cantik', 'banget', 'ka']","['salfok', 'ka', 'feby', 'cantik', 'banget', 'ka']","['salfok', 'feby', 'cantik', 'banget']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@NadaSyauqina,kak Feby cobain PERMEN MUSIKK  yang bisa nyala kalau di makan,kak feby cobain permen musikk  yang bisa nyala kalau di makan,kak feby cobain permen musikk  yang bisa nyala kalau di makan,kak feby cobain permen musikk yang bisa nyala kalau di makan,"['kak', 'feby', 'cobain', 'permen', 'musikk', 'yang', 'bisa', 'nyala', 'kalau', 'di', 'makan']","['kak', 'feby', 'cobain', 'permen', 'musikk', 'nyala', 'makan']","['kak', 'feby', 'cobain', 'permen', 'musikk', 'nyala', 'makan']","['kak', 'feby', 'cobain', 'permen', 'musik', 'nyala', 'makan']","['kak', 'feby', 'cobain', 'permen', 'musik', 'nyala', 'makan']","['feby', 'cobain', 'permen', 'musik', 'nyala', 'makan']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@KianRama-m2x,Ci mehong aja segitu 150 rebu.. si pinkan ngapa dihujat😂😂,ci mehong aja segitu 150 rebu.. si pinkan ngapa dihujat😂😂,ci mehong aja segitu 150 rebu.. si pinkan ngapa dihujat😂😂,ci mehong saja segitu 150 rebu.. si pinkan ngapa dihujat😂😂,"['ci', 'mehong', 'saja', 'segitu', '150', 'rebu', 'si', 'pinkan', 'ngapa', 'dihujat']","['ci', 'mehong', 'segitu', '150', 'rebu', 'si', 'pinkan', 'ngapa', 'dihujat']","['ci', 'mehong', 'segitu', '150', 'rebu', 'si', 'pin', 'ngapa', 'hujat']","['ci', 'mehong', 'segitu', '150', 'rebu', 'si', 'pin', 'ngapa', 'hujat']","['ci', 'mehong', 'segitu', '150', 'rebu', 'si', 'pin', 'ngapa', 'hujat']","['mehong', 'segitu', 'rebu', 'ngapa', 'hujat']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@djazizah1234,Salfok sama kak pebbi cantik bnget😍,salfok sama kak pebbi cantik bnget😍,salfok sama kak pebbi cantik bnget😍,salfok sama kak pebbi cantik bnget😍,"['salfok', 'sama', 'kak', 'pebbi', 'cantik', 'bnget']","['salfok', 'kak', 'pebbi', 'cantik', 'bnget']","['salfok', 'kak', 'pebbi', 'cantik', 'bnget']","['salfok', 'kak', 'pebi', 'cantik', 'bnget']","['salfok', 'kak', 'pebi', 'cantik', 'bnget']","['salfok', 'pebi', 'cantik', 'bnget']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@charvaall,Aku pikir kue pulut nya jamuran😂 pin plss,aku pikir kue pulut nya jamuran😂 pin plss,aku pikir kue pulut nya jamuran😂 pin plss,aku pikir kue pulut nya jamuran😂 pin plss,"['aku', 'pikir', 'kue', 'pulut', 'nya', 'jamuran', 'pin', 'plss']","['pikir', 'kue', 'pulut', 'nya', 'jamuran', 'pin', 'plss']","['pikir', 'kue', 'pulut', 'nya', 'jamur', 'pin', 'plss']","['pikir', 'kue', 'pulut', 'nya', 'jamur', 'pin', 'pls']","['pikir', 'kue', 'pulut', 'nya', 'jamur', 'pin', 'pls']","['pikir', 'pulut', 'jamur']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@ADNOVTV,Gue beneran shock bgt liat isi roti cimehong 😭 Padahal kita beli njir gk minta,gue beneran shock bgt liat isi roti cimehong 😭 padahal kita beli njir gk minta,gue beneran shock bgt liat isi roti cimehong 😭 padahal kita beli njir gk minta,saya beneran shock banget liat isi roti cimehong 😭 padahal kita beli njir gk minta,"['saya', 'beneran', 'shock', 'banget', 'liat', 'isi', 'roti', 'cimehong', 'padahal', 'kita', 'beli', 'njir', 'gk', 'minta']","['beneran', 'shock', 'banget', 'liat', 'isi', 'roti', 'cimehong', 'beli', 'njir', 'gk']","['beneran', 'shock', 'banget', 'liat', 'isi', 'roti', 'cimehong', 'beli', 'njir', 'gk']","['beneran', 'shock', 'banget', 'liat', 'isi', 'roti', 'cimehong', 'beli', 'njir', 'gk']","['beneran', 'shock', 'banget', 'liat', 'isi', 'roti', 'cimehong', 'beli', 'njir', 'gk']","['beneran', 'shock', 'banget', 'liat', 'roti', 'cimehong', 'beli', 'njir']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@11mv4,"PLEASEEEE JANGAN NORMALISASIIN ""MAKANAN ARTIS / INFLUENCER"" yg dijual MAHAL pleaseeeeee i beg u guys. ini ga normal! tau ko mereka jg cari nafkah, berjualan layaknya non artis, cuma harga segitu ga wajar & yg ada kl dinormalissiin nnt semua makanan jd ikut mahal huhuuuu. better larisin umkm :(( banyak yg enak dg harga yg normal ko

tau koo ini emang hak kak feby / influencer lain yg memang banyak uang untk review ina itu, tp please.... sadar gasih skrg banyak yg jualan kue / makanan lain dg harga selangit, tp kdg rasanya ga sesuai harga? huhuuu sedih","pleaseeee jangan normalisasiin ""makanan artis / influencer"" yg dijual mahal pleaseeeeee i beg u guys. ini ga normal! tau ko mereka jg cari nafkah, berjualan layaknya non artis, cuma harga segitu ga wajar & yg ada kl dinormalissiin nnt semua makanan jd ikut mahal huhuuuu. better larisin umkm :(( banyak yg enak dg harga yg normal ko

tau koo ini emang hak kak feby / influencer lain yg memang banyak uang untk review ina itu, tp please.... sadar gasih skrg banyak yg jualan kue / makanan lain dg harga selangit, tp kdg rasanya ga sesuai harga? huhuuu sedih","pleaseeee jangan normalisasiin ""makanan artis / influencer"" yg dijual mahal pleaseeeeee i beg u guys. ini ga normal! tau ko mereka jg cari nafkah, berjualan layaknya non artis, cuma harga segitu ga wajar & yg ada kl dinormalissiin nnt semua makanan jd ikut mahal huhuuuu. better larisin umkm :(( banyak yg enak dg harga yg normal ko

tau koo ini emang hak kak feby / influencer lain yg memang banyak uang untk review ina itu, tp please.... sadar gasih skrg banyak yg jualan kue / makanan lain dg harga selangit, tp kdg rasanya ga sesuai harga? huhuuu sedih","pleaseeee jangan normalisasiin ""makanan artis / influencer"" yang dijual mahal pleaseeeeee i beg u guys. ini tidak normal! tau ko mereka juga cari nafkah, berjualan layaknya non artis, cuma harga segitu tidak wajar & yang ada kalau dinormalissiin nnt semua makanan jadi ikut mahal huhuuuu. better larisin umkm :(( banyak yang enak dengan harga yang normal ko tau koo ini emang hak kak feby / influencer lain yang memang banyak uang untk review ina itu, tapi please.... sadar gasih sekarang banyak yang jualan kue / makanan lain dengan harga selangit, tapi kdg rasanya tidak sesuai harga? huhuuu sedih","['pleaseeee', 'jangan', 'normalisasiin', 'makanan', 'artis', 'influencer', 'yang', 'dijual', 'mahal', 'pleaseeeeee', 'i', 'beg', 'u', 'guys', 'ini', 'tidak', 'normal', 'tau', 'ko', 'mereka', 'juga', 'cari', 'nafkah', 'berjualan', 'layaknya', 'non', 'artis', 'cuma', 'harga', 'segitu', 'tidak', 'wajar', 'yang', 'ada', 'kalau', 'dinormalissiin', 'nnt', 'semua', 'makanan', 'jadi', 'ikut', 'mahal', 'huhuuuu', 'better', 'larisin', 'umkm', 'banyak', 'yang', 'enak', 'dengan', 'harga', 'yang', 'normal', 'ko', 'tau', 'koo', 'ini', 'emang', 'hak', 'kak', 'feby', 'influencer', 'lain', 'yang', 'memang', 'banyak', 'uang', 'untk', 'review', 'ina', 'itu', 'tapi', 'please', 'sadar', 'gasih', 'sekarang', 'banyak', 'yang', 'jualan', 'kue', 'makanan', 'lain', 'dengan', 'harga', 'selangit', 'tapi', 'kdg', 'rasanya', 'tidak', 'sesuai', 'harga', 'huhuuu', 'sedih']","['pleaseeee', 'normalisasiin', 'makanan', 'artis', 'influencer', 'dijual', 'mahal', 'pleaseeeeee', 'i', 'beg', 'u', 'guys', 'normal', 'tau', 'ko', 'cari', 'nafkah', 'berjualan', 'layaknya', 'non', 'artis', 'harga', 'segitu', 'wajar', 'dinormalissiin', 'nnt', 'makanan', 'mahal', 'huhuuuu', 'better', 'larisin', 'umkm', 'enak', 'harga', 'normal', 'ko', 'tau', 'koo', 'emang', 'hak', 'kak', 'feby', 'influencer', 'uang', 'untk', 'review', 'ina', 'please', 'sadar', 'gasih', 'jualan', 'kue', 'makanan', 'harga', 'selangit', 'kdg', 'sesuai', 'harga', 'huhuuu', 'sedih']","['pleaseeee', 'normalisasiin', 'makan', 'artis', 'influencer', 'jual', 'mahal', 'pleaseeeeee', 'i', 'beg', 'u', 'guys', 'normal', 'tau', 'ko', 'cari', 'nafkah', 'jual', 'layak', 'non', 'artis', 'harga', 'segitu', 'wajar', 'dinormalissiin', 'nnt', 'makan', 'mahal', 'huhuuuu', 'better', 'larisin', 'umkm', 'enak', 'harga', 'normal', 'ko', 'tau', 'koo', 'emang', 'hak', 'kak', 'feby', 'influencer', 'uang', 'untk', 'review', 'ina', 'please', 'sadar', 'gasih', 'jual', 'kue', 'makan', 'harga', 'langit', 'kdg', 'sesuai', 'harga', 'huhuuu', 'sedih']","['please', 'normalisasin', 'makan', 'artis', 'influencer', 'jual', 'mahal', 'please', 'i', 'beg', 'u', 'guys', 'normal', 'tau', 'ko', 'cari', 'nafkah', 'jual', 'layak', 'non', 'artis', 'harga', 'segitu', 'wajar', 'dinormalisin', 'nt', 'makan', 'mahal', 'huhu', 'beter', 'larisin', 'umkm', 'enak', 'harga', 'normal', 'ko', 'tau', 'ko', 'emang', 'hak', 'kak', 'feby', 'influencer', 'uang', 'untk', 'review', 'ina', 'please', 'sadar', 'gasih', 'jual', 'kue', 'makan', 'harga', 'langit', 'kdg', 'sesuai', 'harga', 'huhu', 'sedih']","['please', 'normalisasin', 'makan', 'artis', 'influencer', 'jual', 'mahal', 'please', 'i', 'beg', 'u', 'guys', 'normal', 'tau', 'ko', 'cari', 'nafkah', 'jual', 'layak', 'non', 'artis', 'harga', 'segitu', 'wajar', 'dinormalisin', 'nt', 'makan', 'mahal', 'huhu', 'beter', 'larisin', 'umkm', 'enak', 'harga', 'normal', 'ko', 'tau', 'ko', 'emang', 'hak', 'kak', 'feby', 'influencer', 'uang', 'untk', 'review', 'ina', 'please', 'sadar', 'gasih', 'jual', 'kue', 'makan', 'harga', 'langit', 'kdg', 'sesuai', 'harga', 'huhu', 'sedih']","['please', 'normalisasin', 'makan', 'artis', 'influencer', 'jual', 'mahal', 'please', 'guys', 'normal', 'cari', 'nafkah', 'jual', 'layak', 'artis', 'harga', 'segitu', 'wajar', 'dinormalisin', 'makan', 'mahal', 'huhu', 'beter', 'larisin', 'umkm', 'enak', 'harga', 'normal', 'emang', 'feby', 'influencer', 'uang', 'untk', 'review', 'please', 'sadar', 'gasih', 'jual', 'makan', 'harga', 'langit', 'sesuai', 'harga', 'huhu', 'sedih']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, EDISI JAKARTA VLOG!",@yustikapurnami4828,Ngikutiin kak pebbi dari jaman pengantin baru sampai sekarang anak ku udah tk 😂,ngikutiin kak pebbi dari jaman pengantin baru sampai sekarang anak ku udah tk 😂,ngikutiin kak pebbi dari jaman pengantin baru sampai sekarang anak ku udah tk 😂,ngikutiin kak pebbi dari jaman pengantin baru sampai sekarang anak ku sudah tk 😂,"['ngikutiin', 'kak', 'pebbi', 'dari', 'jaman', 'pengantin', 'baru', 'sampai', 'sekarang', 'anak', 'ku', 'sudah', 'tk']","['ngikutiin', 'kak', 'pebbi', 'jaman', 'pengantin', 'anak', 'ku', 'tk']","['ngikutiin', 'kak', 'pebbi', 'jaman', 'pengantin', 'anak', 'ku', 'tk']","['ngikutin', 'kak', 'pebi', 'jaman', 'pengantin', 'anak', 'ku', 'tk']","['ngikutin', 'kak', 'pebi', 'jaman', 'pengantin', 'anak', 'ku', 'tk']","['ngikutin', 'pebi', 'jaman', 'pengantin', 'anak']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@mademeilia,"Jessica kayaknya kalau review takut menyinggung dan menyakiti hati ownernya ya, setiap dia rasa ada yg kurang, dia malah menyalahkan dirinya kayak “aku gorengnya gak double fried” “ini cukup manis sih, aku berharap agak asem eh tapi orang orang kan emang suka yg manis ya” something like that","jessica kayaknya kalau review takut menyinggung dan menyakiti hati ownernya ya, setiap dia rasa ada yg kurang, dia malah menyalahkan dirinya kayak “aku gorengnya gak double fried” “ini cukup manis sih, aku berharap agak asem eh tapi orang orang kan emang suka yg manis ya” something like that","jessica kayaknya kalau review takut menyinggung dan menyakiti hati ownernya ya, setiap dia rasa ada yg kurang, dia malah menyalahkan dirinya kayak “aku gorengnya gak double fried” “ini cukup manis sih, aku berharap agak asem eh tapi orang orang kan emang suka yg manis ya” something like that","jessica kayaknya kalau review takut menyinggung dan menyakiti hati ownernya ya, setiap dia rasa ada yang kurang, dia malah menyalahkan dirinya kayak “aku gorengnya tidak double fried” “ini cukup manis sih, aku berharap agak asem eh tapi orang orang kan emang suka yang manis ya” something like that","['jessica', 'kayaknya', 'kalau', 'review', 'takut', 'menyinggung', 'dan', 'menyakiti', 'hati', 'ownernya', 'ya', 'setiap', 'dia', 'rasa', 'ada', 'yang', 'kurang', 'dia', 'malah', 'menyalahkan', 'dirinya', 'kayak', 'aku', 'gorengnya', 'tidak', 'double', 'fried', 'ini', 'cukup', 'manis', 'sih', 'aku', 'berharap', 'agak', 'asem', 'eh', 'tapi', 'orang', 'orang', 'kan', 'emang', 'suka', 'yang', 'manis', 'ya', 'something', 'like', 'that']","['jessica', 'kayaknya', 'review', 'takut', 'menyinggung', 'menyakiti', 'hati', 'ownernya', 'ya', 'menyalahkan', 'kayak', 'gorengnya', 'double', 'fried', 'manis', 'sih', 'berharap', 'asem', 'eh', 'orang', 'orang', 'emang', 'suka', 'manis', 'ya', 'something', 'like', 'that']","['jessica', 'kayak', 'review', 'takut', 'singgung', 'sakit', 'hati', 'ownernya', 'ya', 'salah', 'kayak', 'goreng', 'double', 'fried', 'manis', 'sih', 'harap', 'asem', 'eh', 'orang', 'orang', 'emang', 'suka', 'manis', 'ya', 'something', 'like', 'that']","['jesica', 'kayak', 'review', 'takut', 'singung', 'sakit', 'hati', 'ownernya', 'ya', 'salah', 'kayak', 'goreng', 'double', 'fried', 'manis', 'sih', 'harap', 'asem', 'eh', 'orang', 'orang', 'emang', 'suka', 'manis', 'ya', 'something', 'like', 'that']","['jesica', 'kayak', 'review', 'takut', 'singung', 'sakit', 'hati', 'ownernya', 'ya', 'salah', 'kayak', 'goreng', 'double', 'fried', 'manis', 'sih', 'harap', 'asem', 'eh', 'orang', 'orang', 'emang', 'suka', 'manis', 'ya', 'something', 'like', 'that']","['jesica', 'kayak', 'review', 'takut', 'singung', 'sakit', 'hati', 'ownernya', 'salah', 'kayak', 'goreng', 'double', 'fried', 'manis', 'harap', 'asem', 'orang', 'orang', 'emang', 'suka', 'manis', 'something', 'like', 'that']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@sheilanurulfadillah3020,"sebenernya kalo nonton ci jane review makanan, berasa kaya makan bareng sm temen, sama-sama awam dan honest review gituuu wkwkw seru tauuu","sebenernya kalo nonton ci jane review makanan, berasa kaya makan bareng sm temen, sama-sama awam dan honest review gituuu wkwkw seru tauuu","sebenernya kalo nonton ci jane review makanan, berasa kaya makan bareng sm temen, sama-sama awam dan honest review gituuu wkwkw seru tauuu","sebenernya kalau nonton ci jane review makanan, berasa seperti makan bareng sama temen, sama-sama awam dan honest review gituuu wkwkw seru tauuu","['sebenernya', 'kalau', 'nonton', 'ci', 'jane', 'review', 'makanan', 'berasa', 'seperti', 'makan', 'bareng', 'sama', 'temen', 'sama', 'sama', 'awam', 'dan', 'honest', 'review', 'gituuu', 'wkwkw', 'seru', 'tauuu']","['sebenernya', 'nonton', 'ci', 'jane', 'review', 'makanan', 'berasa', 'makan', 'bareng', 'temen', 'awam', 'honest', 'review', 'gituuu', 'wkwkw', 'seru', 'tauuu']","['sebenernya', 'nonton', 'ci', 'jane', 'review', 'makan', 'asa', 'makan', 'bareng', 'temen', 'awam', 'honest', 'review', 'gituuu', 'wkwkw', 'seru', 'tauuu']","['sebenernya', 'nonton', 'ci', 'jane', 'review', 'makan', 'asa', 'makan', 'bareng', 'temen', 'awam', 'honest', 'review', 'gitu', 'wkwkw', 'seru', 'tau']","['sebenernya', 'nonton', 'ci', 'jane', 'review', 'makan', 'asa', 'makan', 'bareng', 'temen', 'awam', 'honest', 'review', 'gitu', 'wkwkw', 'seru', 'tau']","['sebenernya', 'nonton', 'jane', 'review', 'makan', 'makan', 'bareng', 'temen', 'awam', 'honest', 'review', 'gitu', 'wkwkw', 'seru']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@user-qn8bq3ei5b,"kalau ga suka mah jujur aja, ya meski itu makanan influence, selera org kan beda2 ya, dan ini kan bahas selera kak jane","kalau ga suka mah jujur aja, ya meski itu makanan influence, selera org kan beda2 ya, dan ini kan bahas selera kak jane","kalau ga suka mah jujur aja, ya meski itu makanan influence, selera org kan beda2 ya, dan ini kan bahas selera kak jane","kalau tidak suka mah jujur aja, ya meski itu makanan influence, selera org kan beda2 ya, dan ini kan bahas selera kak jane","['kalau', 'tidak', 'suka', 'mah', 'jujur', 'aja', 'ya', 'meski', 'itu', 'makanan', 'influence', 'selera', 'org', 'kan', 'beda2', 'ya', 'dan', 'ini', 'kan', 'bahas', 'selera', 'kak', 'jane']","['suka', 'mah', 'jujur', 'aja', 'ya', 'makanan', 'influence', 'selera', 'org', 'beda2', 'ya', 'bahas', 'selera', 'kak', 'jane']","['suka', 'mah', 'jujur', 'aja', 'ya', 'makan', 'influence', 'selera', 'org', 'beda2', 'ya', 'bahas', 'selera', 'kak', 'jane']","['suka', 'mah', 'jujur', 'aja', 'ya', 'makan', 'influence', 'selera', 'org', 'beda2', 'ya', 'bahas', 'selera', 'kak', 'jane']","['suka', 'mah', 'jujur', 'aja', 'ya', 'makan', 'influence', 'selera', 'org', 'beda2', 'ya', 'bahas', 'selera', 'kak', 'jane']","['suka', 'jujur', 'makan', 'influence', 'selera', 'beda2', 'bahas', 'selera', 'jane']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@baebaemaxx,suka banget liat view dapur rumah jane berasa cerah jd fresh gituu,suka banget liat view dapur rumah jane berasa cerah jd fresh gituu,suka banget liat view dapur rumah jane berasa cerah jd fresh gituu,suka banget liat view dapur rumah jane berasa cerah jadi fresh gituu,"['suka', 'banget', 'liat', 'view', 'dapur', 'rumah', 'jane', 'berasa', 'cerah', 'jadi', 'fresh', 'gituu']","['suka', 'banget', 'liat', 'view', 'dapur', 'rumah', 'jane', 'berasa', 'cerah', 'fresh', 'gituu']","['suka', 'banget', 'liat', 'view', 'dapur', 'rumah', 'jane', 'asa', 'cerah', 'fresh', 'gituu']","['suka', 'banget', 'liat', 'view', 'dapur', 'rumah', 'jane', 'asa', 'cerah', 'fresh', 'gitu']","['suka', 'banget', 'liat', 'view', 'dapur', 'rumah', 'jane', 'asa', 'cerah', 'fresh', 'gitu']","['suka', 'banget', 'liat', 'view', 'dapur', 'rumah', 'jane', 'cerah', 'fresh', 'gitu']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@KeithManik,GUA SENENG BANET SAMA NI KOPEL 🎉🎉❤,gua seneng banet sama ni kopel 🎉🎉❤,gua seneng banet sama ni kopel 🎉🎉❤,saya seneng banet sama ini kopel 🎉🎉❤,"['saya', 'seneng', 'banet', 'sama', 'ini', 'kopel']","['seneng', 'banet', 'kopel']","['neng', 'banet', 'kopel']","['neng', 'banet', 'kopel']","['neng', 'banet', 'kopel']","['neng', 'banet', 'kopel']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@Amira-d1k8b,kak jessica,kak jessica,kak jessica,kak jessica,"['kak', 'jessica']","['kak', 'jessica']","['kak', 'jessica']","['kak', 'jesica']","['kak', 'jesica']",['jesica']
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@friskandhi,"11:53 ""biasa ny cuanki sekeras batu kan?"" 
sejak kapan cuanki sekras batu, lu beli cuanki dimna sekeras batu?","11:53 ""biasa ny cuanki sekeras batu kan?"" 
sejak kapan cuanki sekras batu, lu beli cuanki dimna sekeras batu?","11:53 ""biasa ny cuanki sekeras batu kan?"" 
sejak kapan cuanki sekras batu, lu beli cuanki dimna sekeras batu?","11:53 ""biasa ny cuanki sekeras batu kan?"" sejak kapan cuanki sekras batu, lu beli cuanki dimna sekeras batu?","['11', '53', 'biasa', 'ny', 'cuanki', 'sekeras', 'batu', 'kan', 'sejak', 'kapan', 'cuanki', 'sekras', 'batu', 'lu', 'beli', 'cuanki', 'dimna', 'sekeras', 'batu']","['11', '53', 'ny', 'cuanki', 'sekeras', 'batu', 'cuanki', 'sekras', 'batu', 'lu', 'beli', 'cuanki', 'dimna', 'sekeras', 'batu']","['11', '53', 'ny', 'cuanki', 'keras', 'batu', 'cuanki', 'sekras', 'batu', 'lu', 'beli', 'cuanki', 'dimna', 'keras', 'batu']","['1', '53', 'ny', 'cuanki', 'keras', 'batu', 'cuanki', 'sekras', 'batu', 'lu', 'beli', 'cuanki', 'dimna', 'keras', 'batu']","['1', '53', 'ny', 'cuanki', 'keras', 'batu', 'cuanki', 'sekras', 'batu', 'lu', 'beli', 'cuanki', 'dimna', 'keras', 'batu']","['cuanki', 'keras', 'batu', 'cuanki', 'sekras', 'batu', 'beli', 'cuanki', 'dimna', 'keras', 'batu']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@gataulupabgtttt,markibok kayaknya mari kita lebok deh (lebok artinya kayak makan gtuu,markibok kayaknya mari kita lebok deh (lebok artinya kayak makan gtuu,markibok kayaknya mari kita lebok deh (lebok artinya kayak makan gtuu,markibok kayaknya mari kita lebok nan (lebok artinya kayak makan gtuu,"['markibok', 'kayaknya', 'mari', 'kita', 'lebok', 'nan', 'lebok', 'artinya', 'kayak', 'makan', 'gtuu']","['markibok', 'kayaknya', 'mari', 'lebok', 'nan', 'lebok', 'kayak', 'makan', 'gtuu']","['markibok', 'kayak', 'mari', 'lebok', 'nan', 'lebok', 'kayak', 'makan', 'gtuu']","['markibok', 'kayak', 'mari', 'lebok', 'nan', 'lebok', 'kayak', 'makan', 'gtu']","['markibok', 'kayak', 'mari', 'lebok', 'nan', 'lebok', 'kayak', 'makan', 'gtu']","['markibok', 'kayak', 'mari', 'lebok', 'lebok', 'kayak', 'makan']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@naaknow,lucu bgtt masi malu2🤣 skrng uda pro,lucu bgtt masi malu2🤣 skrng uda pro,lucu bgtt masi malu2🤣 skrng uda pro,lucu bgtt masi malu2🤣 sekarang sudah pro,"['lucu', 'bgtt', 'masi', 'malu2', 'sekarang', 'sudah', 'pro']","['lucu', 'bgtt', 'masi', 'malu2', 'pro']","['lucu', 'bgtt', 'mas', 'malu2', 'pro']","['lucu', 'bgt', 'mas', 'malu2', 'pro']","['lucu', 'bgt', 'mas', 'malu2', 'pro']","['lucu', 'malu2']"
Jessica Jane,COBAIN MAKANAN TIKTOKERS VIRAL,@Zie1209,"menurut gue ci jane terlalu jauh tag video nya jadi nonton nya ga seenjoy dulu ngeliat walaupun ada sepotong video yg di dktin ke muka nya, pendapat ku ya guys","menurut gue ci jane terlalu jauh tag video nya jadi nonton nya ga seenjoy dulu ngeliat walaupun ada sepotong video yg di dktin ke muka nya, pendapat ku ya guys","menurut gue ci jane terlalu jauh tag video nya jadi nonton nya ga seenjoy dulu ngeliat walaupun ada sepotong video yg di dktin ke muka nya, pendapat ku ya guys","menurut saya ci jane terlalu jauh tag video nya jadi nonton nya tidak seenjoy dulu ngeliat walaupun ada sepotong video yang di dktin ke muka nya, pendapat ku ya guys","['menurut', 'saya', 'ci', 'jane', 'terlalu', 'jauh', 'tag', 'video', 'nya', 'jadi', 'nonton', 'nya', 'tidak', 'seenjoy', 'dulu', 'ngeliat', 'walaupun', 'ada', 'sepotong', 'video', 'yang', 'di', 'dktin', 'ke', 'muka', 'nya', 'pendapat', 'ku', 'ya', 'guys']","['ci', 'jane', 'tag', 'video', 'nya', 'nonton', 'nya', 'seenjoy', 'ngeliat', 'sepotong', 'video', 'dktin', 'muka', 'nya', 'pendapat', 'ku', 'ya', 'guys']","['ci', 'jane', 'tag', 'video', 'nya', 'nonton', 'nya', 'seenjoy', 'ngeliat', 'potong', 'video', 'dktin', 'muka', 'nya', 'dapat', 'ku', 'ya', 'guys']","['ci', 'jane', 'tag', 'video', 'nya', 'nonton', 'nya', 'senjoy', 'ngeliat', 'potong', 'video', 'dktin', 'muka', 'nya', 'dapat', 'ku', 'ya', 'guys']","['ci', 'jane', 'tag', 'video', 'nya', 'nonton', 'nya', 'senjoy', 'ngeliat', 'potong', 'video', 'dktin', 'muka', 'nya', 'dapat', 'ku', 'ya', 'guys']","['jane', 'video', 'nonton', 'senjoy', 'ngeliat', 'potong', 'video', 'dktin', 'muka', 'dapat', 'guys']"
