nama_channel,judul_video,author,komentar,casefolding,stripping,normalisasi,tokenizing,stopword_removal,stemming,no_repeated,token_list,final_tokens
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@herrys6752,"ya kalo demi konten ga boleh pilih2, asal laku mau driver, mau tukang sapu, mau nanny, jg gapapa, tapi emang cicik ini ngetop banget,","ya kalo demi konten ga boleh pilih2, asal laku mau driver, mau tukang sapu, mau nanny, jg gapapa, tapi emang cicik ini ngetop banget,","ya kalo demi konten ga boleh pilih2, asal laku mau driver, mau tukang sapu, mau nanny, jg gapapa, tapi emang cicik ini ngetop banget,","ya kalau demi konten tidak boleh pilih2, asal laku mau driver, mau tukang sapu, mau nanny, juga gapapa, tapi emang cicik ini ngetop banget,","['ya', 'kalau', 'demi', 'konten', 'tidak', 'boleh', 'pilih2', 'asal', 'laku', 'mau', 'driver', 'mau', 'tukang', 'sapu', 'mau', 'nanny', 'juga', 'gapapa', 'tapi', 'emang', 'cicik', 'ini', 'ngetop', 'banget']","['ya', 'konten', 'pilih2', 'laku', 'driver', 'tukang', 'sapu', 'nanny', 'gapapa', 'emang', 'cicik', 'ngetop', 'banget']","['ya', 'konten', 'pilih2', 'laku', 'driver', 'tukang', 'sapu', 'nanny', 'gapapa', 'emang', 'cicik', 'ngetop', 'banget']","['ya', 'konten', 'pilih2', 'laku', 'driver', 'tukang', 'sapu', 'nany', 'gapapa', 'emang', 'cicik', 'ngetop', 'banget']","['ya', 'konten', 'pilih2', 'laku', 'driver', 'tukang', 'sapu', 'nany', 'gapapa', 'emang', 'cicik', 'ngetop', 'banget']","['konten', 'pilih2', 'laku', 'driver', 'tukang', 'sapu', 'nany', 'gapapa', 'emang', 'cicik', 'ngetop', 'banget']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@retnasetiyawati-b1n,"Waduh cik, makan segini banyaknya, mantap banget","waduh cik, makan segini banyaknya, mantap banget","waduh cik, makan segini banyaknya, mantap banget","waduh cik, makan segini banyaknya, mantap banget","['waduh', 'cik', 'makan', 'segini', 'banyaknya', 'mantap', 'banget']","['cik', 'makan', 'segini', 'banyaknya', 'mantap', 'banget']","['cik', 'makan', 'gin', 'banyak', 'mantap', 'banget']","['cik', 'makan', 'gin', 'banyak', 'mantap', 'banget']","['cik', 'makan', 'gin', 'banyak', 'mantap', 'banget']","['makan', 'banyak', 'mantap', 'banget']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@indybetta,Mantul,mantul,mantul,mantul,['mantul'],['mantul'],['mantul'],['mantul'],['mantul'],['mantul']
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@sittabasoeki1978,Makasih cece selalu memginfokan kehalalan kulinernyaaaa.. ❤❤❤,makasih cece selalu memginfokan kehalalan kulinernyaaaa.. ❤❤❤,makasih cece selalu memginfokan kehalalan kulinernyaaaa.. ❤❤❤,terima kasih cece selalu memginfokan kehalalan kulinernyaaaa.. ❤❤❤,"['terima', 'kasih', 'cece', 'selalu', 'memginfokan', 'kehalalan', 'kulinernyaaaa']","['terima', 'kasih', 'cece', 'memginfokan', 'kehalalan', 'kulinernyaaaa']","['terima', 'kasih', 'cece', 'memginfokan', 'halal', 'kulinernyaaaa']","['terima', 'kasih', 'cece', 'memginfokan', 'halal', 'kulinernya']","['terima', 'kasih', 'cece', 'memginfokan', 'halal', 'kulinernya']","['terima', 'kasih', 'cece', 'memginfokan', 'halal', 'kulinernya']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@RahmawatiMeiastuti,"Food court Mall...anakku meh tak kenalkan dunia mall juga cik....yang ada bioskopnya opo ora cik. 😇🇲🇨

Jaman jek legan....biyen aq nek dolan Mall...ke Solaria....ada menu pakai telur asinnya juga. 😁","food court mall...anakku meh tak kenalkan dunia mall juga cik....yang ada bioskopnya opo ora cik. 😇🇲🇨

jaman jek legan....biyen aq nek dolan mall...ke solaria....ada menu pakai telur asinnya juga. 😁","food court mall...anakku meh tak kenalkan dunia mall juga cik....yang ada bioskopnya opo ora cik. 😇🇲🇨

jaman jek legan....biyen aq nek dolan mall...ke solaria....ada menu pakai telur asinnya juga. 😁",food court mall...anakku meh tidak kenalkan dunia mall juga cik....yang ada bioskopnya opo ora cik. 😇🇲🇨 jaman jek legan....biyen saya nek dolan mall...ke solaria....ada menu pakai telur asinnya juga. 😁,"['food', 'court', 'mall', 'anakku', 'meh', 'tidak', 'kenalkan', 'dunia', 'mall', 'juga', 'cik', 'yang', 'ada', 'bioskopnya', 'opo', 'ora', 'cik', 'jaman', 'jek', 'legan', 'biyen', 'saya', 'nek', 'dolan', 'mall', 'ke', 'solaria', 'ada', 'menu', 'pakai', 'telur', 'asinnya', 'juga']","['food', 'court', 'mall', 'anakku', 'meh', 'kenalkan', 'dunia', 'mall', 'cik', 'bioskopnya', 'opo', 'ora', 'cik', 'jaman', 'jek', 'legan', 'biyen', 'nek', 'dolan', 'mall', 'solaria', 'menu', 'pakai', 'telur', 'asinnya']","['food', 'court', 'mall', 'anak', 'meh', 'kenal', 'dunia', 'mall', 'cik', 'bioskop', 'opo', 'ora', 'cik', 'jaman', 'jek', 'legan', 'biyen', 'nek', 'dolan', 'mall', 'solaria', 'menu', 'pakai', 'telur', 'asin']","['fod', 'court', 'mal', 'anak', 'meh', 'kenal', 'dunia', 'mal', 'cik', 'bioskop', 'opo', 'ora', 'cik', 'jaman', 'jek', 'legan', 'biyen', 'nek', 'dolan', 'mal', 'solaria', 'menu', 'pakai', 'telur', 'asin']","['fod', 'court', 'mal', 'anak', 'meh', 'kenal', 'dunia', 'mal', 'cik', 'bioskop', 'opo', 'ora', 'cik', 'jaman', 'jek', 'legan', 'biyen', 'nek', 'dolan', 'mal', 'solaria', 'menu', 'pakai', 'telur', 'asin']","['court', 'anak', 'kenal', 'dunia', 'bioskop', 'jaman', 'legan', 'biyen', 'dolan', 'solaria', 'menu', 'pakai', 'telur', 'asin']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@ekapurnawati8548,Enak ya klo bnyk duit apa aja bisa makan enak,enak ya klo bnyk duit apa aja bisa makan enak,enak ya klo bnyk duit apa aja bisa makan enak,enak ya kalau bnyk duit apa saja bisa makan enak,"['enak', 'ya', 'kalau', 'bnyk', 'duit', 'apa', 'saja', 'bisa', 'makan', 'enak']","['enak', 'ya', 'bnyk', 'duit', 'makan', 'enak']","['enak', 'ya', 'bnyk', 'duit', 'makan', 'enak']","['enak', 'ya', 'bnyk', 'duit', 'makan', 'enak']","['enak', 'ya', 'bnyk', 'duit', 'makan', 'enak']","['enak', 'bnyk', 'duit', 'makan', 'enak']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@lelyfau3352,"Ya allah ceeee wetenge ra bek ta , paling sing di maem mek suitik suitik yooooo heheheeee.... jd pengen makan bareng senenggg ndelok carane maem ma ngomonge ra julid opo maneh nek ngomong.. mooh aq gak cocok","ya allah ceeee wetenge ra bek ta , paling sing di maem mek suitik suitik yooooo heheheeee.... jd pengen makan bareng senenggg ndelok carane maem ma ngomonge ra julid opo maneh nek ngomong.. mooh aq gak cocok","ya allah ceeee wetenge ra bek ta , paling sing di maem mek suitik suitik yooooo heheheeee.... jd pengen makan bareng senenggg ndelok carane maem ma ngomonge ra julid opo maneh nek ngomong.. mooh aq gak cocok","ya allah ceeee wetenge ra bek ta , paling sing di maem mek suitik suitik yooooo heheheeee.... jadi pengen makan bareng senenggg ndelok carane maem sama ngomonge ra julid opo maneh nek ngomong.. mooh saya tidak cocok","['ya', 'allah', 'ceeee', 'wetenge', 'ra', 'bek', 'ta', 'paling', 'sing', 'di', 'maem', 'mek', 'suitik', 'suitik', 'yooooo', 'heheheeee', 'jadi', 'pengen', 'makan', 'bareng', 'senenggg', 'ndelok', 'carane', 'maem', 'sama', 'ngomonge', 'ra', 'julid', 'opo', 'maneh', 'nek', 'ngomong', 'mooh', 'saya', 'tidak', 'cocok']","['ya', 'allah', 'ceeee', 'wetenge', 'ra', 'bek', 'ta', 'sing', 'maem', 'mek', 'suitik', 'suitik', 'yooooo', 'heheheeee', 'pengen', 'makan', 'bareng', 'senenggg', 'ndelok', 'carane', 'maem', 'ngomonge', 'ra', 'julid', 'opo', 'maneh', 'nek', 'ngomong', 'mooh', 'cocok']","['ya', 'allah', 'ceeee', 'wetenge', 'ra', 'bek', 'ta', 'sing', 'maem', 'mek', 'suitik', 'suitik', 'yooooo', 'heheheeee', 'ken', 'makan', 'bareng', 'senenggg', 'ndelok', 'carane', 'maem', 'ngomonge', 'ra', 'julid', 'opo', 'maneh', 'nek', 'ngomong', 'mooh', 'cocok']","['ya', 'alah', 'ce', 'wetenge', 'ra', 'bek', 'ta', 'sing', 'maem', 'mek', 'suitik', 'suitik', 'yo', 'hehehe', 'ken', 'makan', 'bareng', 'seneng', 'ndelok', 'carane', 'maem', 'ngomonge', 'ra', 'julid', 'opo', 'maneh', 'nek', 'ngomong', 'moh', 'cocok']","['ya', 'alah', 'ce', 'wetenge', 'ra', 'bek', 'ta', 'sing', 'maem', 'mek', 'suitik', 'suitik', 'yo', 'hehehe', 'ken', 'makan', 'bareng', 'seneng', 'ndelok', 'carane', 'maem', 'ngomonge', 'ra', 'julid', 'opo', 'maneh', 'nek', 'ngomong', 'moh', 'cocok']","['alah', 'wetenge', 'sing', 'maem', 'suitik', 'suitik', 'hehehe', 'makan', 'bareng', 'seneng', 'ndelok', 'carane', 'maem', 'ngomonge', 'julid', 'maneh', 'ngomong', 'cocok']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@sitikasiyatun6852,"Wah makin penasaran siapa yg sengaja nyelakai yn dan jk...
Thor bisa gk upnya tiap hari biar gk kelamaan nunggu hehehe","wah makin penasaran siapa yg sengaja nyelakai yn dan jk...
thor bisa gk upnya tiap hari biar gk kelamaan nunggu hehehe","wah makin penasaran siapa yg sengaja nyelakai yn dan jk...
thor bisa gk upnya tiap hari biar gk kelamaan nunggu hehehe",wah makin penasaran siapa yang sengaja nyelakai yn dan jk... thor bisa gk upnya tiap hari biar gk kelamaan nunggu hehehe,"['wah', 'makin', 'penasaran', 'siapa', 'yang', 'sengaja', 'nyelakai', 'yn', 'dan', 'jk', 'thor', 'bisa', 'gk', 'upnya', 'tiap', 'hari', 'biar', 'gk', 'kelamaan', 'nunggu', 'hehehe']","['penasaran', 'sengaja', 'nyelakai', 'yn', 'jk', 'thor', 'gk', 'upnya', 'biar', 'gk', 'nunggu', 'hehehe']","['penasaran', 'sengaja', 'nyelakai', 'yn', 'jk', 'thor', 'gk', 'upnya', 'biar', 'gk', 'nunggu', 'hehehe']","['penasaran', 'sengaja', 'nyelakai', 'yn', 'jk', 'thor', 'gk', 'upnya', 'biar', 'gk', 'nungu', 'hehehe']","['penasaran', 'sengaja', 'nyelakai', 'yn', 'jk', 'thor', 'gk', 'upnya', 'biar', 'gk', 'nungu', 'hehehe']","['penasaran', 'sengaja', 'nyelakai', 'thor', 'upnya', 'biar', 'nungu', 'hehehe']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@VALLENLESTARI-n5f6w,"Cici ini memang ya Gacor kali Selalu tau makan yang enk enk, Salam Gacor *KEJU4D*","cici ini memang ya gacor kali selalu tau makan yang enk enk, salam gacor *keju4d*","cici ini memang ya gacor kali selalu tau makan yang enk enk, salam gacor *keju4d*","cici ini memang ya gacor kali selalu tau makan yang enk enk, salam gacor *keju4d*","['cici', 'ini', 'memang', 'ya', 'gacor', 'kali', 'selalu', 'tau', 'makan', 'yang', 'enk', 'enk', 'salam', 'gacor', 'keju4d']","['cici', 'ya', 'gacor', 'kali', 'tau', 'makan', 'enk', 'enk', 'salam', 'gacor', 'keju4d']","['cici', 'ya', 'gacor', 'kali', 'tau', 'makan', 'enk', 'enk', 'salam', 'gacor', 'keju4d']","['cici', 'ya', 'gacor', 'kali', 'tau', 'makan', 'enk', 'enk', 'salam', 'gacor', 'keju4d']","['cici', 'ya', 'gacor', 'kali', 'tau', 'makan', 'enk', 'enk', 'salam', 'gacor', 'keju4d']","['cici', 'gacor', 'kali', 'makan', 'salam', 'gacor', 'keju4d']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@aprildasiahaan3447,👍,👍,👍,👍,[],[],[],[],[],[]
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@Rinda-f8e,Wa enak sekali ci .aku juga suka kuliner.,wa enak sekali ci .aku juga suka kuliner.,wa enak sekali ci .aku juga suka kuliner.,wa enak sekali ci .aku juga suka kuliner.,"['wa', 'enak', 'sekali', 'ci', 'aku', 'juga', 'suka', 'kuliner']","['wa', 'enak', 'ci', 'suka', 'kuliner']","['wa', 'enak', 'ci', 'suka', 'kuliner']","['wa', 'enak', 'ci', 'suka', 'kuliner']","['wa', 'enak', 'ci', 'suka', 'kuliner']","['enak', 'suka', 'kuliner']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@Alexkresna-s8i,Pak supir bagian ngabisin ya ci🤣,pak supir bagian ngabisin ya ci🤣,pak supir bagian ngabisin ya ci🤣,pak supir bagian ngabisin ya ci🤣,"['pak', 'supir', 'bagian', 'ngabisin', 'ya', 'ci']","['supir', 'ngabisin', 'ya', 'ci']","['supir', 'ngabisin', 'ya', 'ci']","['supir', 'ngabisin', 'ya', 'ci']","['supir', 'ngabisin', 'ya', 'ci']","['supir', 'ngabisin']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@suyatmanman-h7o,"waah mak nyuuusss,,,,, 
Enak tenaaaan","waah mak nyuuusss,,,,, 
enak tenaaaan","waah mak nyuuusss,,,,, 
enak tenaaaan","waah mak nyuuusss,,,,, enak tenaaaan","['waah', 'mak', 'nyuuusss', 'enak', 'tenaaaan']","['waah', 'mak', 'nyuuusss', 'enak', 'tenaaaan']","['waah', 'mak', 'nyuuusss', 'enak', 'tenaaaan']","['wah', 'mak', 'nyus', 'enak', 'tenan']","['wah', 'mak', 'nyus', 'enak', 'tenan']","['nyus', 'enak', 'tenan']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@Citra_3b,Pecel nya halal gak sih,pecel nya halal gak sih,pecel nya halal gak sih,pecel nya halal tidak nan,"['pecel', 'nya', 'halal', 'tidak', 'nan']","['pecel', 'nya', 'halal', 'nan']","['pecel', 'nya', 'halal', 'nan']","['pecel', 'nya', 'halal', 'nan']","['pecel', 'nya', 'halal', 'nan']","['pecel', 'halal']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@sitimariati045,Wah keren banget,wah keren banget,wah keren banget,wah keren banget,"['wah', 'keren', 'banget']","['keren', 'banget']","['keren', 'banget']","['keren', 'banget']","['keren', 'banget']","['keren', 'banget']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@mutafiahFia,waow,waow,waow,waow,['waow'],['waow'],['waow'],['waow'],['waow'],['waow']
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@lemoniajarkoni6746,"Ikut kerja dicik nana ki uenak lo kemana wae sll diajak kulineran,wes makane uenak2 pasti betah punya boss kyk cik nana,dtg ke cik nana kurus muleh2 gendut 😁😁😁😁😁 wes pokok'e muantap","ikut kerja dicik nana ki uenak lo kemana wae sll diajak kulineran,wes makane uenak2 pasti betah punya boss kyk cik nana,dtg ke cik nana kurus muleh2 gendut 😁😁😁😁😁 wes pokok'e muantap","ikut kerja dicik nana ki uenak lo kemana wae sll diajak kulineran,wes makane uenak2 pasti betah punya boss kyk cik nana,dtg ke cik nana kurus muleh2 gendut 😁😁😁😁😁 wes pokok'e muantap","ikut kerja dicik nana ki uenak lo kemana wae sll diajak kulineran,wes makane uenak2 pasti betah punya boss seperti cik nana,dtg ke cik nana kurus muleh2 gendut 😁😁😁😁😁 wes pokok'e muantap","['ikut', 'kerja', 'dicik', 'nana', 'ki', 'uenak', 'lo', 'kemana', 'wae', 'sll', 'diajak', 'kulineran', 'wes', 'makane', 'uenak2', 'pasti', 'betah', 'punya', 'boss', 'seperti', 'cik', 'nana', 'dtg', 'ke', 'cik', 'nana', 'kurus', 'muleh2', 'gendut', 'wes', 'pokok', 'e', 'muantap']","['kerja', 'dicik', 'nana', 'ki', 'uenak', 'lo', 'kemana', 'wae', 'sll', 'diajak', 'kulineran', 'wes', 'makane', 'uenak2', 'betah', 'boss', 'cik', 'nana', 'dtg', 'cik', 'nana', 'kurus', 'muleh2', 'gendut', 'wes', 'pokok', 'e', 'muantap']","['kerja', 'cik', 'nana', 'ki', 'uenak', 'lo', 'mana', 'wae', 'sll', 'ajak', 'kuliner', 'wes', 'makane', 'uenak2', 'betah', 'boss', 'cik', 'nana', 'dtg', 'cik', 'nana', 'kurus', 'muleh2', 'gendut', 'wes', 'pokok', 'e', 'muantap']","['kerja', 'cik', 'nana', 'ki', 'uenak', 'lo', 'mana', 'wae', 'sl', 'ajak', 'kuliner', 'wes', 'makane', 'uenak2', 'betah', 'bos', 'cik', 'nana', 'dtg', 'cik', 'nana', 'kurus', 'muleh2', 'gendut', 'wes', 'pokok', 'e', 'muantap']","['kerja', 'cik', 'nana', 'ki', 'uenak', 'lo', 'mana', 'wae', 'sl', 'ajak', 'kuliner', 'wes', 'makane', 'uenak2', 'betah', 'bos', 'cik', 'nana', 'dtg', 'cik', 'nana', 'kurus', 'muleh2', 'gendut', 'wes', 'pokok', 'e', 'muantap']","['kerja', 'nana', 'uenak', 'mana', 'ajak', 'kuliner', 'makane', 'uenak2', 'betah', 'nana', 'nana', 'kurus', 'muleh2', 'gendut', 'pokok', 'muantap']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@putrimawalingga5385,Cino jowo❤,cino jowo❤,cino jowo❤,cino jowo❤,"['cino', 'jowo']","['cino', 'jowo']","['cino', 'jowo']","['cino', 'jowo']","['cino', 'jowo']","['cino', 'jowo']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@HarmaenJamu,❤❤❤❤❤,❤❤❤❤❤,❤❤❤❤❤,❤❤❤❤❤,[],[],[],[],[],[]
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@anisa..uiauia,😢😮,😢😮,😢😮,😢😮,[],[],[],[],[],[]
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@hani-le1bn,Aduh enak 2 semuaa❤,aduh enak 2 semuaa❤,aduh enak 2 semuaa❤,aduh enak 2 semuaa❤,"['aduh', 'enak', '2', 'semuaa']","['aduh', 'enak', '2', 'semuaa']","['aduh', 'enak', '2', 'semuaa']","['aduh', 'enak', '2', 'semua']","['aduh', 'enak', '2', 'semua']","['aduh', 'enak', 'semua']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@giffarysyahreza9750,Itu halal semua kak,itu halal semua kak,itu halal semua kak,itu halal semua kak,"['itu', 'halal', 'semua', 'kak']","['halal', 'kak']","['halal', 'kak']","['halal', 'kak']","['halal', 'kak']",['halal']
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@jihantrish2166,Ko bisa mkn sebanyak itu,ko bisa mkn sebanyak itu,ko bisa mkn sebanyak itu,ko bisa mkn sebanyak itu,"['ko', 'bisa', 'mkn', 'sebanyak', 'itu']","['ko', 'mkn']","['ko', 'mkn']","['ko', 'mkn']","['ko', 'mkn']",[]
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@miahkchanel5791,alah pembantu rumahkuh juga makanya semeja sama majikan biasa saja,alah pembantu rumahkuh juga makanya semeja sama majikan biasa saja,alah pembantu rumahkuh juga makanya semeja sama majikan biasa saja,alah pembantu rumahkuh juga makanya semeja sama majikan biasa saja,"['alah', 'pembantu', 'rumahkuh', 'juga', 'makanya', 'semeja', 'sama', 'majikan', 'biasa', 'saja']","['alah', 'pembantu', 'rumahkuh', 'semeja', 'majikan']","['alah', 'bantu', 'rumahkuh', 'meja', 'majikan']","['alah', 'bantu', 'rumahkuh', 'meja', 'majikan']","['alah', 'bantu', 'rumahkuh', 'meja', 'majikan']","['alah', 'bantu', 'rumahkuh', 'meja', 'majikan']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@IlhaFendi,Asisten nya keenakan dpt mkn gratis trus,asisten nya keenakan dpt mkn gratis trus,asisten nya keenakan dpt mkn gratis trus,asisten nya keenakan dpt mkn gratis terus,"['asisten', 'nya', 'keenakan', 'dpt', 'mkn', 'gratis', 'terus']","['asisten', 'nya', 'keenakan', 'dpt', 'mkn', 'gratis']","['asisten', 'nya', 'enak', 'dpt', 'mkn', 'gratis']","['asisten', 'nya', 'enak', 'dpt', 'mkn', 'gratis']","['asisten', 'nya', 'enak', 'dpt', 'mkn', 'gratis']","['asisten', 'enak', 'gratis']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@nissahijrahmuslimah6478,"Wah dah spt ini y food court Mall Ambassador, bagus banget.. Terima kasih Ci dah review mkn d sini🙏
Dl wkt blum ada Mall Kota Casablanca, hampir tiap hari pasti k sini, ada j yg d cari/ d butuhkan. Klo capek, mkn d food court lt 4, mkn annya enak2+ harga terjangkau dgn dompet pelajar. Sekarang namanya bkan food court  tp food District y ? jd ingin ksana lg..","wah dah spt ini y food court mall ambassador, bagus banget.. terima kasih ci dah review mkn d sini🙏
dl wkt blum ada mall kota casablanca, hampir tiap hari pasti k sini, ada j yg d cari/ d butuhkan. klo capek, mkn d food court lt 4, mkn annya enak2+ harga terjangkau dgn dompet pelajar. sekarang namanya bkan food court  tp food district y ? jd ingin ksana lg..","wah dah spt ini y food court mall ambassador, bagus banget.. terima kasih ci dah review mkn d sini🙏
dl wkt blum ada mall kota casablanca, hampir tiap hari pasti k sini, ada j yg d cari/ d butuhkan. klo capek, mkn d food court lt 4, mkn annya enak2+ harga terjangkau dgn dompet pelajar. sekarang namanya bkan food court  tp food district y ? jd ingin ksana lg..","wah sudah seperti ini yang food court mall ambassador, bagus banget.. terima kasih ci sudah review mkn d sini🙏 dulu wkt blum ada mall kota casablanca, hampir tiap hari pasti k sini, ada j yang d cari/ d butuhkan. kalau capek, mkn d food court lt 4, mkn annya enak2+ harga terjangkau dengan dompet pelajar. sekarang namanya bkan food court tapi food district yang ? jadi ingin ksana lg..","['wah', 'sudah', 'seperti', 'ini', 'yang', 'food', 'court', 'mall', 'ambassador', 'bagus', 'banget', 'terima', 'kasih', 'ci', 'sudah', 'review', 'mkn', 'd', 'sini', 'dulu', 'wkt', 'blum', 'ada', 'mall', 'kota', 'casablanca', 'hampir', 'tiap', 'hari', 'pasti', 'k', 'sini', 'ada', 'j', 'yang', 'd', 'cari', 'd', 'butuhkan', 'kalau', 'capek', 'mkn', 'd', 'food', 'court', 'lt', '4', 'mkn', 'annya', 'enak2', 'harga', 'terjangkau', 'dengan', 'dompet', 'pelajar', 'sekarang', 'namanya', 'bkan', 'food', 'court', 'tapi', 'food', 'district', 'yang', 'jadi', 'ingin', 'ksana', 'lg']","['food', 'court', 'mall', 'ambassador', 'bagus', 'banget', 'terima', 'kasih', 'ci', 'review', 'mkn', 'd', 'wkt', 'blum', 'mall', 'kota', 'casablanca', 'k', 'j', 'd', 'cari', 'd', 'butuhkan', 'capek', 'mkn', 'd', 'food', 'court', 'lt', '4', 'mkn', 'annya', 'enak2', 'harga', 'terjangkau', 'dompet', 'pelajar', 'namanya', 'bkan', 'food', 'court', 'food', 'district', 'ksana', 'lg']","['food', 'court', 'mall', 'ambassador', 'bagus', 'banget', 'terima', 'kasih', 'ci', 'review', 'mkn', 'd', 'wkt', 'blum', 'mall', 'kota', 'casablanca', 'k', 'j', 'd', 'cari', 'd', 'butuh', 'capek', 'mkn', 'd', 'food', 'court', 'lt', '4', 'mkn', 'annya', 'enak2', 'harga', 'jangkau', 'dompet', 'ajar', 'nama', 'bkan', 'food', 'court', 'food', 'district', 'ksana', 'lg']","['fod', 'court', 'mal', 'ambasador', 'bagus', 'banget', 'terima', 'kasih', 'ci', 'review', 'mkn', 'd', 'wkt', 'blum', 'mal', 'kota', 'casablanca', 'k', 'j', 'd', 'cari', 'd', 'butuh', 'capek', 'mkn', 'd', 'fod', 'court', 'lt', '4', 'mkn', 'anya', 'enak2', 'harga', 'jangkau', 'dompet', 'ajar', 'nama', 'bkan', 'fod', 'court', 'fod', 'district', 'ksana', 'lg']","['fod', 'court', 'mal', 'ambasador', 'bagus', 'banget', 'terima', 'kasih', 'ci', 'review', 'mkn', 'd', 'wkt', 'blum', 'mal', 'kota', 'casablanca', 'k', 'j', 'd', 'cari', 'd', 'butuh', 'capek', 'mkn', 'd', 'fod', 'court', 'lt', '4', 'mkn', 'anya', 'enak2', 'harga', 'jangkau', 'dompet', 'ajar', 'nama', 'bkan', 'fod', 'court', 'fod', 'district', 'ksana', 'lg']","['court', 'ambasador', 'bagus', 'banget', 'terima', 'kasih', 'review', 'blum', 'kota', 'casablanca', 'cari', 'butuh', 'capek', 'court', 'anya', 'enak2', 'harga', 'jangkau', 'dompet', 'ajar', 'nama', 'bkan', 'court', 'district', 'ksana']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@SHYChannel01,Kok busa makan banyak tapi tetep langsjng ciii..??😅😅,kok busa makan banyak tapi tetep langsjng ciii..??😅😅,kok busa makan banyak tapi tetep langsjng ciii..??😅😅,nan busa makan banyak tapi tetep langsjng ciii..??😅😅,"['nan', 'busa', 'makan', 'banyak', 'tapi', 'tetep', 'langsjng', 'ciii']","['nan', 'busa', 'makan', 'tetep', 'langsjng', 'ciii']","['nan', 'busa', 'makan', 'tetep', 'langsjng', 'ciii']","['nan', 'busa', 'makan', 'tetep', 'langsjng', 'ci']","['nan', 'busa', 'makan', 'tetep', 'langsjng', 'ci']","['busa', 'makan', 'tetep', 'langsjng']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@Mellindj,kemarin saya kesitu sep banget cii tinggal brpa toko aja yg buka,kemarin saya kesitu sep banget cii tinggal brpa toko aja yg buka,kemarin saya kesitu sep banget cii tinggal brpa toko aja yg buka,kemarin saya kesitu sep banget cii tinggal brpa toko saja yang buka,"['kemarin', 'saya', 'kesitu', 'sep', 'banget', 'cii', 'tinggal', 'brpa', 'toko', 'saja', 'yang', 'buka']","['kemarin', 'kesitu', 'sep', 'banget', 'cii', 'tinggal', 'brpa', 'toko', 'buka']","['kemarin', 'kesitu', 'sep', 'banget', 'cii', 'tinggal', 'brpa', 'toko', 'buka']","['kemarin', 'kesitu', 'sep', 'banget', 'ci', 'tingal', 'brpa', 'toko', 'buka']","['kemarin', 'kesitu', 'sep', 'banget', 'ci', 'tingal', 'brpa', 'toko', 'buka']","['kemarin', 'kesitu', 'banget', 'tingal', 'brpa', 'toko', 'buka']"
